"","confirm","recover","death","confirm_daily","recover_daily","death_daily","confirm_RP","recover_RP","death_RP","Exists","ReDR","DeathR","HealR","RiskD","RiskT"
"X2.15.20",9,1,0,0,0,0,0.00126861977917502,0.000140957753241669,0,8,0,0,0.111111111111111,0,1
"X2.16.20",9,8,0,0,7,0,0.00126861977917502,0.00112766202593335,0,1,1,0,0.888888888888889,7,8
"X2.17.20",9,8,0,0,0,0,0.00126861977917502,0.00112766202593335,0,1,0,0,0.888888888888889,0,8
"X2.18.20",9,8,0,0,0,0,0.00126861977917502,0.00112766202593335,0,1,0,0,0.888888888888889,0,8
"X2.19.20",9,8,0,0,0,0,0.00126861977917502,0.00112766202593335,0,1,0,0,0.888888888888889,0,8
"X2.20.20",9,8,0,0,0,0,0.00126861977917502,0.00112766202593335,0,1,0,0,0.888888888888889,0,8
"X2.21.20",9,8,0,0,0,0,0.00126861977917502,0.00112766202593335,0,1,0,0,0.888888888888889,0,8
"X2.22.20",9,8,0,0,0,0,0.00126861977917502,0.00112766202593335,0,1,0,0,0.888888888888889,0,8
"X2.23.20",9,8,0,0,0,0,0.00126861977917502,0.00112766202593335,0,1,0,0,0.888888888888889,0,8
"X2.24.20",13,8,0,4,0,0,0.0018324507921417,0.00112766202593335,0,5,0,0,0.615384615384615,0,8
"X2.25.20",13,8,0,0,0,0,0.0018324507921417,0.00112766202593335,0,5,0,0,0.615384615384615,0,8
"X2.26.20",13,8,0,0,0,0,0.0018324507921417,0.00112766202593335,0,5,0,0,0.615384615384615,0,8
"X2.27.20",15,8,0,2,0,0,0.00211436629862503,0.00112766202593335,0,7,0,0,0.533333333333333,0,8
"X2.28.20",20,8,0,5,0,0,0.00281915506483338,0.00112766202593335,0,12,0,0,0.4,0,8
"X2.29.20",24,8,0,4,0,0,0.00338298607780005,0.00112766202593335,0,16,0,0,0.333333333333333,0,8
"X3.1.20",37,8,0,13,0,0,0.00521543686994175,0.00112766202593335,0,29,0,0,0.216216216216216,0,8
"X3.2.20",41,8,0,4,0,0,0.00577926788290842,0.00112766202593335,0,33,0,0,0.195121951219512,0,8
"X3.3.20",53,8,0,12,0,0,0.00747076092180845,0.00112766202593335,0,45,0,0,0.150943396226415,0,8
"X3.4.20",92,8,0,39,0,0,0.0129681132982335,0.00112766202593335,0,84,0,0,0.0869565217391304,0,8
"X3.5.20",122,8,1,30,0,1,0.0171968458954836,0.00112766202593335,0.000140957753241669,113,0,0.00819672131147541,0.0655737704918033,0,8
"X3.6.20",182,8,2,60,0,1,0.0256543110899837,0.00112766202593335,0.000281915506483338,172,0,0.010989010989011,0.043956043956044,0,4
"X3.7.20",225,18,2,43,10,0,0.0317154944793755,0.00253723955835004,0.000281915506483338,205,1,0.00888888888888889,0.08,10,9
"X3.8.20",293,18,3,68,0,1,0.041300621699809,0.00253723955835004,0.000422873259725007,272,0,0.0102389078498294,0.0614334470989761,0,6
"X3.9.20",343,18,4,50,0,1,0.0483485093618924,0.00253723955835004,0.000563831012966675,321,0,0.0116618075801749,0.0524781341107872,0,4.5
"X3.10.20",418,19,6,75,1,2,0.0589203408550176,0.00267819731159171,0.000845746519450013,393,1,0.0143540669856459,0.0454545454545455,0.5,3.16666666666667
"X3.11.20",502,19,9,84,0,3,0.0707607921273178,0.00267819731159171,0.00126861977917502,474,0,0.0179282868525896,0.0378486055776892,0,2.11111111111111
"X3.12.20",502,19,9,0,0,0,0.0707607921273178,0.00267819731159171,0.00126861977917502,474,0,0.0179282868525896,0.0378486055776892,0,2.11111111111111
"X3.13.20",892,19,9,390,0,0,0.125734315891569,0.00267819731159171,0.00126861977917502,864,0,0.0100896860986547,0.0213004484304933,0,2.11111111111111
"X3.14.20",1273,19,23,381,0,14,0.179439219876644,0.00267819731159171,0.00324202832455838,1231,0,0.0180675569520817,0.0149253731343284,0,0.826086956521739
"X3.15.20",1274,19,23,1,0,0,0.179580177629886,0.00267819731159171,0.00324202832455838,1232,0,0.0180533751962323,0.0149136577708006,0,0.826086956521739
"X3.16.20",1720,21,58,446,2,35,0.24244733557567,0.00296011281807505,0.0081755496880168,1641,1,0.0337209302325581,0.0122093023255814,0.0571428571428571,0.362068965517241
"X3.17.20",2183,58,58,463,37,0,0.307710775326563,0.0081755496880168,0.0081755496880168,2067,1,0.0265689418231791,0.0265689418231791,37,1
"X3.18.20",2934,72,74,751,14,16,0.413570048011057,0.0101489582334002,0.0104308737398835,2788,1,0.0252215405589639,0.0245398773006135,0.875,0.972972972972973
"X3.19.20",3273,72,141,339,0,67,0.461354726359982,0.0101489582334002,0.0198750432070753,3060,0,0.0430797433547204,0.0219981668194317,0,0.51063829787234
"X3.20.20",4697,72,181,1424,0,40,0.662078566976119,0.0101489582334002,0.0255133533367421,4444,0,0.0385352352565467,0.0153289333617202,0,0.397790055248619
"X3.21.20",5852,72,237,1155,0,56,0.824884771970246,0.0101489582334002,0.0334069875182755,5543,0,0.040498974709501,0.0123034859876965,0,0.30379746835443
"X3.22.20",6651,72,286,799,0,49,0.93751001681034,0.0101489582334002,0.0403139174271173,6293,0,0.0430010524733123,0.0108254397834912,0,0.251748251748252
"X3.23.20",7851,72,342,1200,0,56,1.10665932070034,0.0101489582334002,0.0482075516086508,7437,0,0.0435613297669087,0.00917080626671762,0,0.210526315789474
"X3.24.20",9493,145,430,1642,73,88,1.33811195152316,0.020438874220042,0.0606118338939176,8918,1,0.045296534288423,0.0152744127251659,0.829545454545455,0.337209302325581
"X3.25.20",11204,145,475,1711,0,45,1.57929066731966,0.020438874220042,0.0669549327897927,10584,0,0.0423955730096394,0.0129418064976794,0,0.305263157894737
"X3.26.20",13631,155,599,2427,10,124,1.92139513443719,0.0218484517524587,0.0844336941917597,12877,1,0.0439439512875064,0.0113711393147972,0.0806451612903226,0.258764607679466
"X3.27.20",16866,156,783,3235,1,184,2.37739346617399,0.0219894095057003,0.110369920788227,15927,1,0.0464247598719317,0.00924937744574884,0.00543478260869565,0.199233716475096
"X3.28.20",19727,156,1057,2861,0,274,2.7806735981984,0.0219894095057003,0.148992345176444,18514,0,0.0535813859177777,0.00790794342778932,0,0.147587511825922
"X3.29.20",22395,156,1277,2668,0,220,3.15674888384717,0.0219894095057003,0.180003050889611,20962,0,0.0570216566197812,0.00696584058941728,0,0.122161315583399
"X3.30.20",25363,176,1465,2968,20,188,3.57511149546845,0.0248085645705337,0.206503108499045,23722,1,0.0577613058392146,0.0069392422032094,0.106382978723404,0.120136518771331
"X3.31.20",28716,184,1864,3353,8,399,4.04774284208776,0.0259362265964671,0.262745252042471,26668,1,0.0649115475692993,0.0064075776570553,0.0200501253132832,0.0987124463519313
"X4.1.20",33312,184,2442,4596,0,578,4.69558467598647,0.0259362265964671,0.344218833416155,30686,0,0.073306916426513,0.00552353506243996,0,0.0753480753480753
"X4.2.20",38022,197,3024,4710,13,582,5.35949569375473,0.0277686773886088,0.426256245802807,34801,1,0.0795329020041029,0.00518121087791279,0.0223367697594502,0.0651455026455026
"X4.3.20",42962,213,3731,4940,16,707,6.05582699476858,0.0300240014404755,0.525913377344667,39018,1,0.0868441878869699,0.00495786974535636,0.0226308345120226,0.0570892522112034
"X4.4.20",47081,240,4457,4119,27,726,6.63643198037101,0.0338298607780005,0.628248706198118,42384,1,0.0946666383466791,0.00509759775705699,0.0371900826446281,0.0538478797397352
